"AA","5.5074"
"AQ","4.7532"
"AS","11.2462"
"CO","3.2185"
"DL","4.7777"
"HP","8.0593"
"MQ","7.1879"
"NW","3.0398"
"TW","4.1411"
"UA","8.1830"
"Uniqu","0.0000"
"US","3.3494"
"WN","4.7575"
