"AA","7.9799"
"AS","6.4749"
"B6","1.6157"
"CO","6.8124"
"DH","7.2504"
"DL","8.0693"
"EV","5.6422"
"FL","7.6915"
"HA","-2.0638"
"HP","6.7994"
"MQ","8.8855"
"NW","5.6356"
"OH","4.5961"
"OO","3.7136"
"TZ","5.5164"
"UA","5.8948"
"Uniqu","0.0000"
"US","4.3985"
"WN","6.2010"
"XE","7.7244"
