"9E","3.9875"
"AA","12.2029"
"AQ","-2.8709"
"AS","4.7214"
"B6","10.8594"
"CO","10.8098"
"DL","7.7162"
"EV","10.0003"
"F9","6.0841"
"FL","8.9882"
"HA","1.2519"
"MQ","9.4970"
"NW","7.2935"
"OH","11.4041"
"OO","6.4389"
"UA","11.0016"
"US","2.8010"
"WN","5.1157"
"XE","10.3203"
"YV","11.3226"
