"AA","3.1490"
"AS","3.0992"
"B6","0.9794"
"CO","3.7467"
"DH","6.2741"
"DL","3.8085"
"EV","6.4907"
"FL","8.2572"
"HA","-0.1423"
"HP","3.0251"
"MQ","4.0991"
"NW","1.9362"
"OO","2.2470"
"TZ","4.8943"
"UA","3.0751"
"Uniqu","0.0000"
"US","4.1517"
"WN","2.0395"
"XE","5.1176"
