"AA","9.4219"
"AQ","-0.6321"
"AS","8.9611"
"B6","10.8068"
"CO","11.2124"
"DL","6.8902"
"EV","14.1703"
"F9","4.6019"
"FL","9.3480"
"HA","-1.0269"
"MQ","10.4692"
"NW","7.9468"
"OH","8.6404"
"OO","7.9976"
"TZ","15.5800"
"UA","10.2646"
"US","6.5434"
"WN","4.9944"
"XE","10.4388"
"YV","11.2384"
